# String cross-references for exploit-relevant strings
# StringAddr | String | RefFrom | RefType | Function
#---
0x093BDD | "/disk/jenkins/workspace/aloha/Cipher-non-hlos-10/src/bootable/bootloader/edk2..." | 0x06C290 | PARAM | FUN_0006c1a4 @ 0x6c1a4
0x095184 | "partition-size:" | (no xrefs) | - | -
0x0951A4 | "partition-type:" | (no xrefs) | - | -
0x095264 | "partition-size:" | (no xrefs) | - | -
0x095284 | "partition-type:" | (no xrefs) | - | -
0x095344 | "partition-size:" | (no xrefs) | - | -
0x095364 | "partition-type:" | (no xrefs) | - | -
0x09557C | "Restart bootloader" | (no xrefs) | - | -
0x0964CC | "Please Reboot..." | 0x02CBFC | PARAM | FUN_0002cb04 @ 0x2cb04
0x096C74 | "\n\nPortal is starting up in developer mode.\n\nTo exit developer mode, lock the ..." | (no xrefs) | - | -

# --- Raw memory pattern matches ---
0x072477 | RAW:"download" | (undefined data) | - | -
0x072542 | RAW:"download" | (undefined data) | - | -
0x073767 | RAW:"download" | (undefined data) | - | -
0x073797 | RAW:"download" | (undefined data) | - | -
0x0737C7 | RAW:"download" | (undefined data) | - | -
0x0737E5 | RAW:"download" | (undefined data) | - | -
0x06CD7E | RAW:"continue" | (undefined data) | - | -
0x076081 | RAW:"continue" | (undefined data) | - | -
0x0760BB | RAW:"continue" | (undefined data) | - | -
0x0722BC | RAW:"get_unlock_ability" | (undefined data) | - | -
0x096C76 | RAW:"Portal is starting" | (undefined data) | - | -
0x096C8F | RAW:"developer mode" | (undefined data) | - | -
0x096CA8 | RAW:"developer mode" | (undefined data) | - | -
0x0723FF | RAW:"boot-recovery" | (undefined data) | - | -
0x07240F | RAW:"boot-fastboot" | (undefined data) | - | -
0x073444 | RAW:"PRNG protocol" | (undefined data) | - | -
0x0747F5 | RAW:"PRNG protocol" | (undefined data) | - | -
0x077907 | RAW:"PRNG protocol" | (undefined data) | - | -
0x0720F7 | RAW:"partition-type" | (undefined data) | - | -
0x06DDF0 | RAW:"No such partition" | (undefined data) | - | -
0x0727C7 | RAW:"No such partition" | (undefined data) | - | -
0x0725E3 | RAW:"Critical Partitions" | (undefined data) | - | -
0x07331D | RAW:"Critical Partitions" | (undefined data) | - | -
0x072614 | RAW:"persist partition" | (undefined data) | - | -
0x07334B | RAW:"persist partition" | (undefined data) | - | -
